,Location,PercentBet_ML,Average_Line_ML,PercentBet_Spread,Average_Line_Spread,Average_Odds_Spread,PercentBet_OU,Average_Line_OU,Average_Odds_OU,Pts,Spread,Result,Total,Spread WL,Over/Under WL,MoneyLine WL
1223,home,46.0,-463.8,60.3,-9.33,-107.83,45.4,207.58,-107.17,106,13,W,199,1,0,1
1224,away,51.0,413.8,52.1,9.67,-106.83,61.9,208.83,-109.0,112,-12,L,236,0,1,0
1225,home,49.0,-523.2,47.9,-9.67,-108.17,38.1,208.83,-106.0,124,12,W,236,1,1,1
1226,away,49.8,101.8,46.2,1.42,-105.83,52.4,216.75,-106.67,100,-13,L,213,0,0,0
1227,home,50.2,-117.8,53.8,-1.42,-109.17,47.6,216.75,-108.33,113,13,W,213,1,0,1
1228,away,63.3,-141.6,63.7,-2.5,-106.67,54.4,211.33,-107.0,99,-16,L,214,0,1,0
1229,home,36.7,125.0,36.3,2.5,-108.33,45.6,211.33,-108.0,115,16,W,214,1,1,1
1230,away,45.1,192.2,41.1,5.67,-108.0,60.5,226.42,-108.0,100,-21,L,221,0,0,0
1231,home,54.9,-221.6,58.9,-5.67,-107.0,39.5,226.42,-107.0,121,21,W,221,1,0,1
1232,away,44.5,-119.6,49.2,-1.5,-107.67,42.9,224.33,-106.33,147,-7,L,301,0,1,0
1233,home,55.5,63.4,50.8,1.5,-107.33,57.1,224.33,-108.67,154,7,W,301,1,1,1
1234,away,50.0,286.0,15.8,7.5,-106.67,5.6,221.08,-106.33,102,-10,L,214,0,0,0
1235,home,50.0,-341.2,84.2,-7.5,-108.33,94.4,221.08,-108.67,112,10,W,214,1,0,1
1236,away,51.2,438.0,44.4,10.5,-106.33,53.7,233.3,-106.8,123,2,W,244,1,1,1
1237,home,48.8,-554.0,55.6,-10.5,-108.67,46.3,233.3,-109.2,121,-2,L,244,0,1,0
1238,away,54.4,-130.6,54.4,-2.83,-109.5,48.7,228.08,-109.67,106,-7,L,219,0,0,0
1239,home,45.6,114.2,45.6,2.83,-105.5,51.3,228.08,-105.33,113,7,W,219,1,0,1
1240,away,44.0,-366.4,48.8,-8.08,-108.17,57.7,218.5,-107.33,121,15,W,227,1,1,1
1241,home,56.0,306.2,51.2,8.08,-106.83,42.3,218.5,-107.67,106,-15,L,227,0,1,0
1242,away,51.3,430.0,47.3,10.08,-106.0,66.0,223.83,-107.5,105,-17,L,227,0,1,0
1243,home,48.7,-541.8,52.7,-10.08,-109.0,34.0,223.83,-107.5,122,17,W,227,1,1,1
1244,away,7.1,928.8,60.0,14.0,-106.0,37.2,216.92,-107.5,113,-28,L,254,0,1,0
1245,home,92.9,-1411.8,40.0,-14.0,-109.0,62.8,216.92,-107.5,141,28,W,254,1,1,1
1246,away,44.4,168.8,37.4,4.67,-108.0,61.1,223.92,-108.0,119,4,W,234,1,1,1
1247,home,55.6,-191.6,62.6,-4.67,-107.0,38.9,223.92,-107.0,115,-4,L,234,0,1,0
1248,away,66.4,307.2,51.0,8.67,-109.0,40.6,215.0,-106.83,95,-18,L,208,0,0,0
1249,home,33.6,-367.4,49.0,-8.67,-106.0,59.4,215.0,-108.17,113,18,W,208,1,0,1
1250,away,43.1,231.4,48.6,6.42,-105.67,61.9,222.92,-108.83,96,-31,L,223,0,1,0
1251,home,56.9,-270.4,51.4,-6.42,-109.33,38.1,222.92,-106.33,127,31,W,223,1,1,1
1252,away,51.7,1150.0,40.3,15.75,-108.17,51.4,220.83,-108.17,109,-37,L,255,0,1,0
1253,home,48.3,-1683.0,59.7,-15.75,-106.83,48.6,220.83,-106.83,146,37,W,255,1,1,1
1254,away,50.9,248.0,38.7,7.25,-109.17,58.7,221.83,-108.33,109,5,W,213,1,0,1
1255,home,49.1,-290.0,61.3,-7.25,-106.17,41.3,221.83,-106.67,104,-5,L,213,0,0,0
1256,away,48.2,144.2,44.1,3.67,-107.5,49.7,196.0,-107.5,108,-4,L,220,0,1,0
1257,home,51.8,-161.4,55.9,-3.67,-107.5,50.3,196.0,-107.5,112,4,W,220,1,1,1
1258,away,56.6,-298.4,61.9,-7.08,-109.33,58.3,213.5,-109.17,103,-2,L,208,0,0,0
1259,home,43.4,254.2,38.1,7.08,-105.67,41.7,213.5,-105.83,105,2,W,208,1,0,1
1260,away,51.8,-127.2,62.2,-1.25,-107.83,59.4,236.33,-108.17,106,-4,L,216,0,0,0
1261,home,48.2,111.0,37.8,1.25,-107.17,40.6,236.33,-106.83,110,4,W,216,1,0,1
1262,away,52.5,-436.5,56.2,-9.17,-109.83,59.6,217.8,-107.2,93,-9,L,195,0,0,0
1263,home,47.5,369.0,43.8,9.17,-105.17,40.4,217.8,-106.8,102,9,W,195,1,0,1
1264,away,42.1,195.6,39.5,5.5,-105.83,49.5,233.5,-108.5,97,-7,L,201,0,0,0
1265,home,57.9,-225.2,60.5,-5.5,-109.17,50.5,233.5,-106.5,104,7,W,201,1,0,1
1266,away,43.8,595.25,40.3,11.83,-106.5,52.9,206.8,-106.6,102,-8,L,212,1,1,0
1267,home,56.2,-762.5,59.7,-11.83,-108.5,47.1,206.8,-107.4,110,8,W,212,0,1,1
1268,away,55.1,-409.0,60.6,-8.17,-111.5,59.9,228.58,-106.67,108,3,W,213,0,0,1
1269,home,44.9,334.6,39.4,8.17,-105.67,40.1,228.58,-108.33,105,-3,L,213,1,0,0
1270,away,45.0,-203.4,45.8,-5.25,-106.33,60.0,225.17,-107.0,140,2,W,278,0,1,1
1271,home,55.0,178.2,54.2,5.25,-108.67,40.0,225.17,-108.0,138,-2,L,278,1,1,0
1272,away,63.3,-497.2,58.5,-9.75,-109.5,48.8,232.0,-107.17,133,19,W,247,1,1,1
1273,home,36.7,397.2,41.5,9.75,-105.5,51.2,232.0,-107.83,114,-19,L,247,0,1,0
1274,away,49.0,-212.6,60.6,-5.25,-106.5,50.9,214.8,-109.2,109,-7,L,225,0,1,0
1275,home,51.0,184.2,39.4,5.25,-108.5,49.1,214.8,-104.8,116,7,W,225,1,1,1
1276,away,53.0,-245.0,54.5,-5.92,-107.33,62.5,227.58,-107.0,119,5,W,233,0,1,1
1277,home,47.0,209.4,45.5,5.92,-107.67,37.5,227.58,-108.0,114,-5,L,233,1,1,0
1278,away,42.8,164.2,56.5,4.75,-110.33,48.6,216.58,-105.5,113,-3,L,229,1,1,0
1279,home,57.2,-185.6,43.5,-4.75,-104.67,51.4,216.58,-109.5,116,3,W,229,0,1,1
1280,away,36.2,469.2,45.9,10.67,-108.17,42.4,221.0,-106.83,101,6,W,196,1,0,1
1281,home,63.8,-599.6,54.1,-10.67,-108.0,57.6,221.0,-108.17,95,-6,L,196,0,0,0
1282,away,63.4,-133.6,38.5,-2.83,-106.67,36.4,217.67,-107.5,102,-7,L,211,0,0,0
1283,home,36.6,117.2,61.5,2.83,-109.17,63.6,217.67,-107.5,109,7,W,211,1,0,1
1284,away,44.6,144.6,44.6,4.17,-109.0,61.7,207.83,-107.5,94,-18,L,206,0,0,0
1285,home,55.4,-161.6,55.4,-4.17,-107.17,38.3,207.83,-107.5,112,18,W,206,1,0,1
1286,away,43.4,282.2,41.8,7.75,-107.0,42.4,220.67,-108.33,108,15,W,201,1,0,1
1287,home,56.6,-337.0,58.2,-7.75,-108.0,57.6,220.67,-106.67,93,-15,L,201,0,0,0
1288,away,38.0,277.2,40.9,7.67,-107.5,48.1,208.25,-108.33,94,-6,L,194,1,0,0
1289,home,62.0,-330.0,59.1,-7.67,-107.5,51.9,208.25,-106.67,100,6,W,194,0,0,1
1290,away,50.1,112.8,44.2,2.0,-108.17,52.6,227.83,-107.17,107,-8,L,222,0,0,0
1291,home,49.9,-129.2,55.8,-2.0,-106.83,47.4,227.83,-107.83,115,8,W,222,1,0,1
1292,away,32.6,-122.6,45.7,-0.92,-108.33,50.6,239.58,-109.0,121,4,W,238,1,0,1
1293,home,67.4,106.2,54.3,0.92,-106.67,49.4,239.58,-106.0,117,-4,L,238,0,0,0
1294,away,49.2,474.0,53.7,10.42,-106.5,52.5,218.25,-107.33,97,-34,L,228,0,1,0
1295,home,50.8,-616.8,46.3,-10.42,-108.5,47.5,218.25,-107.67,131,34,W,228,1,1,1
1296,away,46.6,209.2,44.7,5.83,-106.0,51.4,233.9,-108.0,107,-42,L,256,0,1,0
1297,home,53.4,-242.4,55.3,-5.83,-109.0,48.6,233.9,-106.0,149,42,W,256,1,1,1
1298,away,47.8,-522.2,60.0,-9.58,-111.0,52.1,234.42,-108.67,126,-16,L,268,0,1,0
1299,home,52.2,413.0,40.0,9.58,-104.0,47.9,234.42,-106.33,142,16,W,268,1,1,1
1300,away,44.9,322.6,48.8,8.67,-107.17,59.1,218.17,-109.0,86,-38,L,210,0,0,0
1301,home,55.1,-390.6,51.2,-8.67,-107.83,40.9,218.17,-106.17,124,38,W,210,1,0,1
1302,away,59.2,-142.0,58.9,-2.25,-108.83,52.7,228.08,-107.33,142,31,W,253,1,1,1
1303,home,40.8,125.2,41.1,2.25,-106.17,47.3,228.08,-107.67,111,-31,L,253,0,1,0
1304,away,44.2,247.6,43.2,6.92,-107.17,58.1,215.75,-108.67,100,-7,L,207,0,0,0
1305,home,55.8,-289.2,56.8,-6.92,-107.83,41.9,215.75,-106.33,107,7,W,207,1,0,1
1306,away,41.8,153.8,41.2,3.67,-106.5,56.0,207.58,-106.17,115,-5,L,235,0,1,0
1307,home,58.2,-171.2,58.8,-3.67,-110.67,44.0,207.58,-108.83,120,5,W,235,1,1,1
1308,away,47.9,126.8,47.6,2.42,-105.17,59.5,223.08,-108.67,108,-9,L,225,0,1,0
1309,home,52.1,-143.4,52.4,-2.42,-109.83,40.5,223.08,-106.33,117,9,W,225,1,1,1
1310,away,42.6,200.8,42.1,5.75,-110.0,60.7,226.2,-108.2,145,3,W,287,1,1,1
1311,home,57.4,-231.4,57.9,-5.75,-105.83,39.3,226.2,-105.8,142,-3,L,287,0,1,0
1312,away,49.3,-244.6,55.1,-6.25,-107.17,52.8,212.5,-107.83,111,10,W,212,1,0,1
1313,home,50.7,210.6,44.9,6.25,-108.67,47.2,212.5,-107.17,101,-10,L,212,0,0,0
1314,away,51.5,-22.8,49.2,1.0,-106.83,42.8,217.33,-107.5,105,4,W,206,1,0,1
1315,home,48.5,-113.4,50.8,-1.0,-108.5,57.2,217.33,-107.5,101,-4,L,206,0,0,0
1316,away,50.0,906.6,44.9,13.83,-105.0,47.9,217.58,-108.0,112,-17,L,241,0,1,0
1317,home,50.0,-1332.2,55.1,-13.83,-110.0,52.1,217.58,-107.0,129,17,W,241,1,1,1
1318,away,36.0,255.4,43.1,7.17,-108.83,57.2,242.0,-107.5,140,-7,L,287,1,1,0
1319,home,64.0,-301.0,56.9,-7.17,-106.17,42.8,242.0,-107.5,147,7,W,287,0,1,1
1320,away,50.1,-22.4,46.7,1.08,-109.17,53.5,223.67,-107.67,129,20,W,238,1,1,1
1321,home,49.9,-113.6,53.3,-1.08,-105.83,46.5,223.67,-107.33,109,-20,L,238,0,1,0
1322,away,49.1,263.0,39.5,7.5,-108.67,53.8,228.17,-106.67,100,-1,L,201,1,0,0
1323,home,50.9,-311.6,60.5,-7.5,-106.33,46.2,228.17,-108.33,101,1,W,201,0,0,1
1324,away,52.0,127.0,50.3,2.67,-107.17,55.1,229.42,-109.17,95,-19,L,209,0,0,0
1325,home,48.0,-143.8,49.7,-2.67,-107.83,44.9,229.42,-105.83,114,19,W,209,1,0,1
1326,away,52.9,134.2,44.8,3.0,-107.67,60.6,224.67,-108.83,120,24,W,216,1,0,1
1327,home,47.1,-151.0,55.2,-3.0,-107.33,39.4,224.67,-106.17,96,-24,L,216,0,0,0
1328,away,46.9,372.0,53.0,9.5,-106.17,59.3,223.83,-107.5,109,-2,L,220,1,0,0
1329,home,53.1,-463.0,47.0,-9.5,-108.83,40.7,223.83,-107.5,111,2,W,220,0,0,1
1330,away,48.9,928.2,36.5,13.83,-106.17,55.9,213.75,-110.67,105,-30,L,240,0,1,0
1331,home,51.1,-1352.4,63.5,-13.83,-108.83,44.1,213.75,-105.5,135,30,W,240,1,1,1
1332,away,42.6,422.0,46.8,10.08,-108.33,55.6,226.0,-108.33,138,10,W,266,1,1,1
1333,home,57.4,-530.2,53.2,-10.08,-106.67,44.4,226.0,-106.67,128,-10,L,266,0,1,0
1334,away,47.5,453.0,37.8,10.25,-107.83,52.2,207.0,-106.17,116,-6,L,238,1,1,0
1335,home,52.5,-588.6,62.2,-10.25,-107.17,47.8,207.0,-108.83,122,6,W,238,0,1,1
1336,away,50.3,122.0,52.4,2.5,-105.4,50.1,206.5,-107.5,93,-5,L,191,0,0,0
1337,home,49.7,-138.6,47.6,-2.5,-108.6,49.9,206.5,-107.5,98,5,W,191,1,0,1
1338,away,50.9,122.0,47.3,1.83,-105.83,55.7,216.83,-108.83,117,2,W,232,1,1,1
1339,home,49.1,-138.6,52.7,-1.83,-109.17,44.3,216.83,-106.17,115,-2,L,232,0,1,0
1340,away,46.9,3.8,41.0,1.5,-106.83,54.6,226.33,-107.5,116,3,W,229,1,1,1
1341,home,53.1,-64.2,59.0,-1.5,-108.17,45.4,226.33,-107.5,113,-3,L,229,0,1,0
1342,away,55.4,1259.75,92.3,15.83,-106.5,55.3,215.17,-108.33,99,-16,L,214,0,0,0
1343,home,44.6,-1872.75,7.7,-15.83,-108.5,44.7,215.17,-106.67,115,16,W,214,1,0,1
1344,away,61.6,-314.0,61.6,-7.7,-109.0,61.0,241.25,-108.67,112,18,W,206,1,0,1
1345,home,38.4,264.0,38.4,7.7,-105.0,39.0,241.25,-106.33,94,-18,L,206,0,0,0
1346,away,49.9,131.2,41.8,3.0,-104.33,61.2,235.25,-107.83,112,-16,L,240,0,1,0
1347,home,50.1,-148.0,58.2,-3.0,-110.67,38.8,235.25,-107.17,128,16,W,240,1,1,1
1348,away,46.9,155.2,43.3,3.5,-105.83,50.1,235.17,-107.5,117,2,W,232,1,0,1
1349,home,53.1,-173.6,56.7,-3.5,-109.17,49.9,235.17,-107.5,115,-2,L,232,0,0,0
1350,away,42.4,255.8,49.6,7.0,-107.83,62.1,224.33,-107.17,115,-20,L,250,0,1,0
1351,home,57.6,-299.6,50.4,-7.0,-107.17,37.9,224.33,-107.83,135,20,W,250,1,1,1
1352,away,56.3,-117.4,61.3,-1.08,-106.17,55.0,222.42,-107.5,103,2,W,204,1,0,1
1353,home,43.7,21.4,38.7,1.08,-108.83,45.0,222.42,-107.5,101,-2,L,204,0,0,0
1354,away,46.1,267.4,42.1,7.5,-106.33,54.1,214.83,-107.5,99,-12,L,210,0,0,0
1355,home,53.9,-318.4,57.9,-7.5,-108.67,45.9,214.83,-107.5,111,12,W,210,1,0,1
1356,away,44.4,-551.4,56.6,-9.92,-108.17,46.5,221.5,-107.5,118,10,W,226,1,1,1
1357,home,55.6,433.0,43.4,9.92,-106.83,53.5,221.5,-107.5,108,-10,L,226,0,1,0
1358,away,46.1,-274.0,49.1,-6.75,-105.17,57.6,226.33,-107.0,113,8,W,218,1,0,1
1359,home,53.9,234.8,50.9,6.75,-109.83,42.4,226.33,-108.0,105,-8,L,218,0,0,0
1360,away,51.4,475.8,49.3,10.58,-107.5,51.9,212.25,-109.17,90,-29,L,209,0,0,0
1361,home,48.6,-617.4,50.7,-10.58,-107.5,48.1,212.25,-105.83,119,29,W,209,1,0,1
1362,away,60.0,-175.0,57.1,-3.58,-108.17,53.7,208.25,-106.17,117,14,W,220,1,1,1
1363,home,40.0,156.6,42.9,3.58,-106.83,46.3,208.25,-108.83,103,-14,L,220,0,1,0
1364,away,49.2,242.4,46.1,7.08,-108.67,64.4,229.25,-107.5,134,-4,L,272,1,1,0
1365,home,50.8,-284.8,53.9,-7.08,-106.33,35.6,229.25,-107.5,138,4,W,272,0,1,1
1366,away,63.2,1590.5,38.8,17.92,-105.33,55.0,219.0,-108.33,102,-22,L,226,0,1,0
1367,home,36.8,-2625.25,61.2,-17.92,-109.67,45.0,219.0,-106.67,124,22,W,226,1,1,1
1368,away,53.0,286.8,43.1,7.92,-109.33,49.1,218.58,-108.5,95,-25,L,215,0,0,0
1369,home,47.0,-342.6,56.9,-7.92,-105.67,50.9,218.58,-106.5,120,25,W,215,1,0,1
1370,away,59.9,702.0,44.9,11.67,-108.83,49.6,229.5,-108.0,114,-2,L,230,1,1,0
1371,home,40.1,-964.8,55.1,-11.67,-106.17,50.4,229.5,-107.0,116,2,W,230,0,1,1
1372,away,52.8,377.6,43.4,9.25,-108.0,51.1,221.08,-108.0,103,8,W,198,1,0,1
1373,home,47.2,-470.4,56.6,-9.25,-107.0,48.9,221.08,-107.0,95,-8,L,198,0,0,0
1374,away,56.2,-453.8,50.9,-9.0,-107.17,42.3,225.92,-107.17,127,18,W,236,1,1,1
1375,home,43.8,364.2,49.1,9.0,-107.83,57.7,225.92,-107.83,109,-18,L,236,0,1,0
1376,away,54.3,-141.8,55.6,-2.58,-106.83,52.2,213.08,-107.5,104,16,W,192,1,0,1
1377,home,45.7,125.2,44.4,2.58,-108.17,47.8,213.08,-107.5,88,-16,L,192,0,0,0
1378,away,53.7,195.6,43.8,5.33,-106.17,45.6,214.92,-110.67,87,-14,L,188,0,0,0
1379,home,46.3,-227.0,56.2,-5.33,-108.83,54.4,214.92,-107.5,101,14,W,188,1,0,1
1380,away,53.5,541.0,50.1,10.92,-107.17,42.6,224.67,-108.0,106,-10,L,222,1,0,0
1381,home,46.5,-714.6,49.9,-10.92,-107.83,57.4,224.67,-107.0,116,10,W,222,0,0,1
1382,away,54.0,116.0,53.4,1.83,-106.5,57.1,221.75,-105.83,122,19,W,225,1,1,1
1383,home,46.0,-132.4,46.6,-1.83,-108.5,42.9,221.75,-109.17,103,-19,L,225,0,1,0
1384,away,44.7,143.6,44.6,3.67,-105.83,61.9,231.0,-107.83,94,-29,L,217,0,0,0
1385,home,55.3,-160.6,55.4,-3.67,-109.17,38.1,231.0,-107.17,123,29,W,217,1,0,1
1386,away,50.4,125.4,46.0,3.0,-107.0,48.7,221.08,-107.17,105,20,W,190,1,0,1
1387,home,49.6,-142.0,54.0,-3.0,-108.0,51.3,221.08,-107.83,85,-20,L,190,0,0,0
1388,away,43.1,326.8,40.5,8.67,-106.83,46.4,213.5,-107.0,99,-8,L,206,1,0,0
1389,home,56.9,-394.0,59.5,-8.67,-109.33,53.6,213.5,-108.0,107,8,W,206,0,0,1
1390,away,59.3,162.4,45.7,4.42,-106.5,62.5,234.33,-107.0,93,-28,L,214,0,0,0
1391,home,40.7,-183.0,54.3,-4.42,-108.5,37.5,234.33,-108.0,121,28,W,214,1,0,1
1392,away,56.0,191.0,46.3,5.25,-105.83,59.9,218.33,-106.33,109,5,W,213,1,0,1
1393,home,44.0,-220.4,53.7,-5.25,-109.17,40.1,218.33,-108.67,104,-5,L,213,0,0,0
1394,away,49.5,-1070.6,62.2,-12.92,-109.67,58.6,233.5,-106.67,130,19,W,241,1,1,1
1395,home,50.5,762.2,37.8,12.92,-106.5,41.4,233.5,-108.33,111,-19,L,241,0,1,0
1396,away,37.2,499.0,42.3,11.0,-105.17,46.9,227.17,-107.5,105,-15,L,225,0,0,0
1397,home,62.8,-653.0,57.7,-11.0,-110.17,53.1,227.17,-107.5,120,15,W,225,1,0,1
1398,away,42.9,157.8,52.6,4.33,-109.0,47.3,225.3,-107.2,114,-9,L,237,0,1,0
1399,home,57.1,-176.2,47.4,-4.33,-106.0,52.7,225.3,-106.8,123,9,W,237,1,1,1
1400,away,53.7,134.0,46.1,2.9,-107.4,43.3,223.25,-108.33,98,-8,L,204,0,0,0
1401,home,46.3,-151.0,53.9,-2.9,-106.6,56.7,223.25,-106.67,106,8,W,204,1,0,1
1402,away,41.7,-175.0,51.9,-4.42,-107.83,61.0,231.67,-108.0,118,27,W,209,1,0,1
1403,home,58.3,157.6,48.1,4.42,-107.17,39.0,231.67,-107.0,91,-27,L,209,0,0,0
1404,away,52.0,208.8,44.3,6.25,-106.5,45.6,217.0,-108.67,106,-4,L,216,1,0,0
1405,home,48.0,-243.8,55.7,-6.25,-108.5,54.4,217.0,-106.33,110,4,W,216,0,0,1
1406,away,50.3,1060.4,41.3,15.42,-106.67,42.9,213.42,-107.17,103,-20,L,226,0,1,0
1407,home,49.7,-1672.2,58.7,-15.42,-108.33,57.1,213.42,-108.0,123,20,W,226,1,1,1
1408,away,43.5,178.2,43.4,5.33,-109.33,61.4,218.0,-107.33,110,-4,L,224,1,1,0
1409,home,56.5,-204.0,56.6,-5.33,-105.67,38.6,218.0,-107.67,114,4,W,224,0,1,1
1410,away,51.8,193.8,38.1,5.67,-107.17,38.8,215.42,-109.0,111,12,W,210,1,0,1
1411,home,48.2,-225.4,61.9,-5.67,-107.83,61.2,215.42,-106.0,99,-12,L,210,0,0,0
1412,away,60.7,-368.4,63.3,-8.0,-106.17,57.3,226.75,-106.17,114,4,W,224,0,0,1
1413,home,39.3,303.0,36.7,8.0,-108.83,42.7,226.75,-108.83,110,-4,L,224,1,0,0
1414,away,47.0,149.8,39.9,3.58,-108.0,58.1,225.08,-107.83,120,-2,L,242,1,1,0
1415,home,53.0,-167.2,60.1,-3.58,-108.17,41.9,225.08,-107.17,122,2,W,242,0,1,1
1416,away,56.4,21.0,59.1,1.58,-107.0,50.2,223.83,-107.83,121,20,W,222,1,0,1
1417,home,43.6,-117.2,40.9,-1.58,-108.0,49.8,223.83,-107.17,101,-20,L,222,0,0,0
1418,away,60.8,67.2,55.7,1.75,-108.83,48.0,208.92,-108.83,118,11,W,225,1,1,1
1419,home,39.2,-123.6,44.3,-1.75,-106.17,52.0,208.92,-106.17,107,-11,L,225,0,1,0
1420,away,48.3,174.8,48.3,4.83,-107.5,48.0,221.83,-107.0,98,4,W,192,1,0,1
1421,home,51.7,-198.8,51.7,-4.83,-107.5,52.0,221.83,-108.0,94,-4,L,192,0,0,0
1422,away,58.0,152.8,46.3,4.08,-105.83,53.2,216.75,-107.0,108,-6,L,222,0,1,0
1423,home,42.0,-171.2,53.7,-4.08,-110.0,46.8,216.75,-108.0,114,6,W,222,1,1,1
1424,away,60.8,-494.8,63.0,-9.42,-107.5,58.1,234.67,-108.33,126,8,W,244,0,1,1
1425,home,39.2,393.0,37.0,9.42,-107.5,41.9,234.67,-106.67,118,-8,L,244,1,1,0
1426,away,60.2,917.0,47.3,14.0,-104.6,36.8,231.83,-109.5,116,-6,L,238,1,1,0
1427,home,39.8,-1342.0,52.7,-14.0,-109.4,63.2,231.83,-105.5,122,6,W,238,0,1,1
1428,away,52.0,-413.8,60.7,-8.58,-109.0,43.8,220.92,-106.17,120,14,W,226,1,1,1
1429,home,48.0,339.0,39.3,8.58,-106.33,56.2,220.92,-108.83,106,-14,L,226,0,1,0
1430,away,48.1,116.6,48.6,1.42,-110.0,47.4,230.67,-107.33,120,15,W,225,1,0,1
1431,home,51.9,-136.8,51.4,-1.42,-110.0,52.6,230.67,-107.67,105,-15,L,225,0,0,0
1432,away,53.2,140.8,45.3,3.42,-105.33,56.3,217.58,-107.17,95,4,W,186,1,0,1
1433,home,46.8,-157.8,54.7,-3.42,-110.5,43.7,217.58,-107.83,91,-4,L,186,0,0,0
1434,away,51.5,342.8,49.6,8.67,-107.5,58.5,221.5,-108.0,99,-10,L,208,0,0,0
1435,home,48.5,-419.6,50.4,-8.67,-107.5,41.5,221.5,-107.0,109,10,W,208,1,0,1
1436,away,49.6,-403.0,63.8,-8.7,-107.2,49.1,208.08,-107.33,100,6,W,194,0,0,1
1437,home,50.4,330.8,36.2,8.7,-106.8,50.9,208.08,-107.67,94,-6,L,194,1,0,0
1438,away,56.7,-200.2,60.5,-4.75,-108.17,44.2,222.42,-108.33,106,5,W,207,1,0,1
1439,home,43.3,174.4,39.5,4.75,-106.83,55.8,222.42,-106.67,101,-5,L,207,0,0,0
1440,away,50.9,-159.8,53.6,-3.17,-105.67,63.6,228.25,-107.67,119,-2,L,240,0,1,0
1441,home,49.1,142.8,46.4,3.17,-109.33,36.4,228.25,-107.33,121,2,W,240,1,1,1
1442,away,52.3,116.4,55.4,1.75,-108.0,54.5,214.08,-108.0,99,3,W,195,1,0,1
1443,home,47.7,-133.0,44.6,-1.75,-107.83,45.5,214.08,-107.0,96,-3,L,195,0,0,0
1444,away,47.8,169.0,44.3,4.83,-107.0,49.0,207.17,-108.17,101,-5,L,207,0,0,0
1445,home,52.2,-191.6,55.7,-4.83,-108.0,51.0,207.17,-106.83,106,5,W,207,1,0,1
1446,away,44.4,594.4,41.1,11.08,-107.33,56.1,229.5,-107.83,99,-9,L,207,1,0,0
1447,home,55.6,-804.6,58.9,-11.08,-107.67,43.9,229.5,-107.17,108,9,W,207,0,0,1
1448,away,56.8,1047.4,40.2,14.92,-108.5,55.8,222.0,-105.67,95,-37,L,227,0,1,0
1449,home,43.2,-1629.2,59.8,-14.92,-107.33,44.2,222.0,-109.33,132,37,W,227,1,1,1
1450,away,57.6,452.8,43.0,10.33,-107.5,43.3,218.08,-109.33,102,-4,L,208,1,0,0
1451,home,42.4,-579.6,57.0,-10.33,-107.5,56.7,218.08,-105.67,106,4,W,208,0,0,1
1452,away,60.2,-191.0,57.2,-4.0,-108.5,50.4,227.33,-106.17,126,12,W,240,1,1,1
1453,home,39.8,168.2,42.8,4.0,-106.5,49.6,227.33,-108.83,114,-12,L,240,0,1,0
1454,away,51.1,-209.4,53.4,-4.67,-111.0,52.6,202.83,-108.67,103,-3,L,209,0,1,0
1455,home,48.9,182.2,46.6,4.67,-104.0,47.4,202.83,-106.33,106,3,W,209,1,1,1
1456,away,52.0,-165.4,55.8,-3.42,-105.83,57.9,232.33,-105.33,115,4,W,226,1,0,1
1457,home,48.0,148.2,44.2,3.42,-109.17,42.1,232.33,-109.67,111,-4,L,226,0,0,0
1458,away,66.8,456.0,49.6,9.83,-108.17,57.6,227.0,-107.17,110,-16,L,236,0,1,0
1459,home,33.2,-576.8,50.4,-9.83,-108.33,42.4,227.0,-107.83,126,16,W,236,1,1,1
1460,away,45.0,336.0,46.3,8.92,-107.5,53.3,224.83,-106.5,111,-9,L,231,0,1,0
1461,home,55.0,-411.2,53.7,-8.92,-107.5,46.7,224.83,-108.5,120,9,W,231,1,1,1
1462,away,38.3,174.8,43.8,4.83,-105.0,45.9,211.83,-106.5,104,3,W,205,1,0,1
1463,home,61.7,-200.6,56.2,-4.83,-110.0,54.1,211.83,-108.5,101,-3,L,205,0,0,0
1464,away,45.9,144.4,43.9,3.75,-109.33,49.5,229.67,-108.17,108,-14,L,230,0,1,0
1465,home,54.1,-161.4,56.1,-3.75,-105.67,50.5,229.67,-106.83,122,14,W,230,1,1,1
1466,away,35.0,346.0,44.7,8.67,-107.67,64.1,221.42,-107.0,98,-5,L,201,1,0,0
1467,home,65.0,-424.0,55.3,-8.67,-107.33,35.9,221.42,-108.0,103,5,W,201,0,0,1
1468,away,44.9,-69.0,48.2,-0.17,-107.33,58.3,234.92,-109.17,112,-6,L,230,0,0,0
1469,home,55.1,-27.0,51.8,0.17,-107.67,41.7,234.92,-105.83,118,6,W,230,1,0,1
1470,away,58.6,-196.0,57.6,-4.58,-109.83,57.2,220.08,-106.83,123,3,W,243,0,1,1
1471,home,41.4,171.2,42.4,4.58,-105.17,42.8,220.08,-108.17,120,-3,L,243,1,1,0
1472,away,35.3,-209.4,47.4,-5.0,-110.33,55.3,216.83,-106.33,125,14,W,236,1,1,1
1473,home,64.7,182.2,52.6,5.0,-104.83,44.7,216.83,-108.67,111,-14,L,236,0,1,0
1474,away,59.2,-209.0,58.1,-5.25,-109.5,51.2,209.83,-109.17,106,9,W,203,1,0,1
1475,home,40.8,181.8,41.9,5.25,-105.83,48.8,209.83,-105.83,97,-9,L,203,0,0,0
1476,away,38.1,164.0,38.3,4.33,-106.17,64.5,221.0,-106.0,119,-13,L,251,0,1,0
